Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::_Bvector_base<std::allocator<bool> >::_Bvector_impl&>::type&& std::move<std::_Bvector_base<std::allocator<bool> >::_Bvector_impl&>(std::_Bvector_base<std::allocator<bool> >::_Bvector_impl&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>::type&& std::move<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::allocator<std::__detail::_Hash_node<int, false> >&>::type&& std::move<std::allocator<std::__detail::_Hash_node<int, false> >&>(std::allocator<std::__detail::_Hash_node<int, false> >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::allocator<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > > >&>::type&& std::move<std::allocator<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > > >&>(std::allocator<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > > >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > >&>::type&& std::move<std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > >&>(std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::allocator<unsigned long>&>::type&& std::move<std::allocator<unsigned long>&>(std::allocator<unsigned long>&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&>::type&& std::move<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&>(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::vector<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > >, std::allocator<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > > > >&>::type&& std::move<std::vector<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > >, std::allocator<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > > > >&>(std::vector<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > >, std::allocator<std::unordered_map<int, Vector3, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, Vector3> > > > >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >&>::type&& std::move<std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >&>(std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >&)
  0.00      0.01     0.00        1     0.00     0.00  std::remove_reference<std::vector<bool, std::allocator<bool> >&>::type&& std::move<std::vector<bool, std::allocator<bool> >&>(std::vector<bool, std::allocator<bool> >&)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<Matrix4*>(Matrix4*, Matrix4*)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<BaseMaterial**>(BaseMaterial**, BaseMaterial**)
  0.00      0.01     0.00        1     0.00     0.00  void std::_Destroy<Mesh**>(Mesh**, Mesh**)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 100.00% of 0.01 seconds

index % time    self  children    called     name
                0.00    0.00       1/9693        __static_initialization_and_destruction_0() [30]
                0.00    0.00    3212/9693        Mesh::makeTriangle(int) [10]
                0.01    0.00    6480/9693        Triangle3::bary(Vector3) [6]
[1]    100.0    0.01    0.00    9693         Triangle3::Triangle3(Vector3, Vector3, Vector3) [1]
                0.00    0.00   58158/121253      Vector2::Vector2() [43]
                0.00    0.00   38772/558280      Vector3::Vector3() [38]
                0.00    0.00    9693/13713       Object::Object() [107]
                0.00    0.00    9693/9905        Triangle3::normal() [127]
-----------------------------------------------
                                                 <spontaneous>
[2]    100.0    0.00    0.01                 main [2]
                0.00    0.01       1/1           SkinTest() [3]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [1599]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [1595]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [1441]
-----------------------------------------------
                0.00    0.01       1/1           main [2]
[3]    100.0    0.00    0.01       1         SkinTest() [3]
                0.00    0.01       1/1           Scene::render(bool, int, std::optional<FragShader>) [5]
                0.00    0.00       1/1           RiggedMesh::visBones(float) [12]
                0.00    0.00      18/85          Mesh::Mesh(Mesh const&) [13]
                0.00    0.00      18/18          Scene::addMesh(Mesh*, BaseMaterial*, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::optional<FragShader>) [26]
                0.00    0.00       1/1           Scene::drawMesh(Mesh&, BaseMaterial*, bool, bool, bool, bool) [27]
                0.00    0.00       1/1           RiggedMesh::RiggedMesh(std::vector<Vector3, std::allocator<Vector3> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Vector2, std::allocator<Vector2> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&, std::vector<int, std::allocator<int> >&, std::vector<Matrix4, std::allocator<Matrix4> >&, std::vector<Vector3, std::allocator<Vector3> >&, std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >) [28]
                0.00    0.00     108/57943       Vector2::Vector2(float, float) [55]
                0.00    0.00      73/433         std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [426]
                0.00    0.00      73/11979       std::vector<int, std::allocator<int> >::~vector() [118]
                0.00    0.00      32/204355      Vector3::Vector3(float, float, float) [39]
                0.00    0.00      24/27          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [781]
                0.00    0.00      20/20          std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >::unordered_map(std::initializer_list<std::pair<int const, float> >, unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, float> > const&) [844]
                0.00    0.00      20/80          std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >::~unordered_map() [605]
                0.00    0.00      19/65578       std::__new_allocator<char>::~__new_allocator() [47]
                0.00    0.00      19/20          std::optional<FragShader>::optional(std::nullopt_t) [863]
                0.00    0.00      19/19          bool __gnu_cxx::operator!=<Mesh*, std::vector<Mesh, std::allocator<Mesh> > >(__gnu_cxx::__normal_iterator<Mesh*, std::vector<Mesh, std::allocator<Mesh> > > const&, __gnu_cxx::__normal_iterator<Mesh*, std::vector<Mesh, std::allocator<Mesh> > > const&) [874]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<Mesh*, std::vector<Mesh, std::allocator<Mesh> > >::operator*() const [882]
                0.00    0.00      18/104         Mesh::~Mesh() [584]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<Mesh*, std::vector<Mesh, std::allocator<Mesh> > >::operator++() [880]
                0.00    0.00       6/6           Matrix4::Matrix4(float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float) [1064]
                0.00    0.00       5/6           Rotation3(Vector3, float) [1058]
                0.00    0.00       5/6           Transform::Transform(Vector3, Matrix3) [1065]
                0.00    0.00       4/20621       std::__new_allocator<int>::~__new_allocator() [82]
                0.00    0.00       4/558280      Vector3::Vector3() [38]
                0.00    0.00       4/248         std::vector<Transform, std::allocator<Transform> >::operator[](unsigned long) [479]
                0.00    0.00       2/20          std::vector<Vector3, std::allocator<Vector3> >::vector(std::initializer_list<Vector3>, std::allocator<Vector3> const&) [851]
                0.00    0.00       2/1514        std::__new_allocator<Vector3>::~__new_allocator() [341]
                0.00    0.00       2/20          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::initializer_list<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > const&) [853]
                0.00    0.00       2/1324        std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [348]
                0.00    0.00       2/317         std::vector<Vector2, std::allocator<Vector2> >::~vector() [442]
                0.00    0.00       2/5           std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::~vector() [1146]
                0.00    0.00       2/730         std::vector<Vector3, std::allocator<Vector3> >::~vector() [388]
                0.00    0.00       2/651         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [399]
                0.00    0.00       1/1           std::vector<Vector2, std::allocator<Vector2> >::vector(std::initializer_list<Vector2>, std::allocator<Vector2> const&) [1617]
                0.00    0.00       1/636         std::__new_allocator<Vector2>::~__new_allocator() [407]
                0.00    0.00       1/1           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [1628]
                0.00    0.00       1/9           std::__new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~__new_allocator() [1025]
                0.00    0.00       1/1           std::vector<Matrix4, std::allocator<Matrix4> >::vector(std::initializer_list<Matrix4>, std::allocator<Matrix4> const&) [1614]
                0.00    0.00       1/3           std::__new_allocator<Matrix4>::~__new_allocator() [1256]
                0.00    0.00       1/1           std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set(std::initializer_list<int>, unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<int> const&) [1551]
                0.00    0.00       1/1           std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::vector(std::initializer_list<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > const&) [1647]
                0.00    0.00       1/1           std::__new_allocator<std::pair<int const, float> >::~__new_allocator() [1573]
                0.00    0.00       1/10          std::__new_allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > >::~__new_allocator() [1015]
                0.00    0.00       1/1           scene_blank(bool) [1407]
                0.00    0.00       1/2           std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > >::vector(std::vector<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > >, std::allocator<std::unordered_map<int, float, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, float> > > > > const&) [1370]
                0.00    0.00       1/2           std::vector<Vector2, std::allocator<Vector2> >::vector(std::vector<Vector2, std::allocator<Vector2> > const&) [1366]
                0.00    0.00       1/3           RiggedMesh::computeAbsoluteTransforms() [1210]
                0.00    0.00       1/1           RiggedMesh::computeVertexLocations() [1408]
                0.00    0.00       1/1           Camera::Trans(Transform) [1419]
                0.00    0.00       1/7           std::vector<Mesh, std::allocator<Mesh> >::begin() [1051]
                0.00    0.00       1/7           std::vector<Mesh, std::allocator<Mesh> >::end() [1050]
                0.00    0.00       1/1           Scene::countTriangles() [1415]
                0.00    0.00       1/49          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [703]
                0.00    0.00       1/1           Scene::outputBuffer(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1414]
                0.00    0.00       1/1           std::vector<Mesh, std::allocator<Mesh> >::~vector() [1602]
                0.00    0.00       1/1           RiggedMesh::~RiggedMesh() [1410]
                0.00    0.00       1/1           Scene::~Scene() [1418]
                0.00    0.00       1/3           std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set() [1255]
                0.00    0.00       1/1           std::vector<Matrix4, std::allocator<Matrix4> >::~vector() [1615]
                0.00    0.00       1/5           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [1145]
-----------------------------------------------
                0.00    0.01      18/18          Scene::render(bool, int, std::optional<FragShader>) [5]
[4]     70.6    0.00    0.01      18         Scene::fillMesh(Mesh&, BaseMaterial*, std::optional<FragShader>, bool, bool, bool, bool) [4]
                0.00    0.01     360/360         Scene::fillTriangle(Triangle3, BaseMaterial*, Vector3*, Vector2*, std::optional<FragShader>, bool, bool, bool, bool) [7]
                0.00    0.00     360/3212        Mesh::makeTriangle(int) [10]
                0.00    0.00    2160/558280      Vector3::Vector3() [38]
                0.00    0.00    1080/40719       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [57]
                0.00    0.00    1080/34829       std::vector<int, std::allocator<int> >::operator[](unsigned long) [67]
                0.00    0.00    1080/1188        Mesh::getVertexNormal(int) [368]
                0.00    0.00    1080/121253      Vector2::Vector2() [43]
                0.00    0.00    1080/1188        Mesh::getVertexUV(int, int) [367]
                0.00    0.00    1080/1188        Vector3::operator==(Vector3 const&) [370]
                0.00    0.00    1080/1188        Vector2::operator==(Vector2 const&) [369]
                0.00    0.00     360/2226        std::optional<FragShader>::optional(std::optional<FragShader> const&) [278]
-----------------------------------------------
                0.00    0.01       1/1           SkinTest() [3]
[5]     70.6    0.00    0.01       1         Scene::render(bool, int, std::optional<FragShader>) [5]
                0.00    0.01      18/18          Scene::fillMesh(Mesh&, BaseMaterial*, std::optional<FragShader>, bool, bool, bool, bool) [4]
                0.00    0.00      19/98          std::vector<Mesh*, std::allocator<Mesh*> >::size() const [597]
                0.00    0.00      18/37          std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [758]
                0.00    0.00      18/36          std::_Bit_reference::operator bool() const [764]
                0.00    0.00      18/18          std::vector<std::optional<FragShader>, std::allocator<std::optional<FragShader> > >::operator[](unsigned long) [933]
                0.00    0.00      18/2226        std::optional<FragShader>::optional(std::optional<FragShader> const&) [278]
                0.00    0.00      18/36          std::vector<BaseMaterial*, std::allocator<BaseMaterial*> >::operator[](unsigned long) [765]
                0.00    0.00      18/36          std::vector<Mesh*, std::allocator<Mesh*> >::operator[](unsigned long) [766]
                0.00    0.00       1/1           Scene::clearBuffer() [1413]
                0.00    0.00       1/1           std::optional<FragShader>::operator=(std::optional<FragShader> const&) [1685]
-----------------------------------------------
                0.00    0.00    1080/2160        Vector3 Triangle3::interp<Vector3>(Vector3, Vector3, Vector3, Vector3) [9]
                0.00    0.00    1080/2160        Vector2 Triangle3::interp<Vector2>(Vector3, Vector2, Vector2, Vector2) [8]
[6]     66.9    0.00    0.01    2160         Triangle3::bary(Vector3) [6]
                0.01    0.00    6480/9693        Triangle3::Triangle3(Vector3, Vector3, Vector3) [1]
                0.00    0.00   19440/81508       Vector3::Vector3(Vector3 const&) [44]
                0.00    0.00    6480/6480        Triangle3::area() [162]
                0.00    0.00    2160/78986       BASE::fzero(float) [46]
                0.00    0.00    2160/204355      Vector3::Vector3(float, float, float) [39]
-----------------------------------------------
                                 360             Scene::fillTriangle(Triangle3, BaseMaterial*, Vector3*, Vector2*, std::optional<FragShader>, bool, bool, bool, bool) [7]
                0.00    0.01     360/360         Scene::fillMesh(Mesh&, BaseMaterial*, std::optional<FragShader>, bool, bool, bool, bool) [4]
[7]     66.9    0.00    0.01     360+360     Scene::fillTriangle(Triangle3, BaseMaterial*, Vector3*, Vector2*, std::optional<FragShader>, bool, bool, bool, bool) [7]
                0.00    0.00    1080/1080        Vector3 Triangle3::interp<Vector3>(Vector3, Vector3, Vector3, Vector3) [9]
                0.00    0.00    1080/1080        Vector2 Triangle3::interp<Vector2>(Vector3, Vector2, Vector2, Vector2) [8]
                0.00    0.00    8064/81508       Vector3::Vector3(Vector3 const&) [44]
                0.00    0.00    7920/7920        bool __gnu_cxx::operator!=<Triangle3*, std::vector<Triangle3, std::allocator<Triangle3> > >(__gnu_cxx::__normal_iterator<Triangle3*, std::vector<Triangle3, std::allocator<Triangle3> > > const&, __gnu_cxx::__normal_iterator<Triangle3*, std::vector<Triangle3, std::allocator<Triangle3> > > const&) [143]
                0.00    0.00    7192/16771       Triangle3::Triangle3(Triangle3 const&) [101]
                0.00    0.00    3960/3966        Plane::Plane(Plane const&) [216]
                0.00    0.00    3960/7920        std::vector<Triangle3, std::allocator<Triangle3> >::begin() [147]
                0.00    0.00    3960/10080       std::vector<Triangle3, std::allocator<Triangle3> >::end() [126]
                0.00    0.00    3960/6120        __gnu_cxx::__normal_iterator<Triangle3*, std::vector<Triangle3, std::allocator<Triangle3> > >::operator*() const [167]
                0.00    0.00    3960/3960        __gnu_cxx::__normal_iterator<Triangle3*, std::vector<Triangle3, std::allocator<Triangle3> > >::operator++() [217]
                0.00    0.00    3960/12600       std::vector<Triangle3, std::allocator<Triangle3> >::~vector() [111]
                0.00    0.00    3768/65018       Vector2::Vector2(Vector2 const&) [52]
                0.00    0.00    2160/2160        TriSplit(Triangle3, Plane) [279]
                0.00    0.00    2160/2160        std::vector<Triangle3, std::allocator<Triangle3> >::vector(std::vector<Triangle3, std::allocator<Triangle3> >&&) [292]
                0.00    0.00    2160/2160        std::pair<std::vector<Triangle3, std::allocator<Triangle3> >, std::vector<Triangle3, std::allocator<Triangle3> > >::~pair() [287]
                0.00    0.00    1800/6120        std::vector<Triangle3, std::allocator<Triangle3> >::vector() [172]
                0.00    0.00    1800/1800        std::vector<Triangle3, std::allocator<Triangle3> >::push_back(Triangle3 const&) [309]
                0.00    0.00    1800/1800        void std::swap<Triangle3, std::allocator<Triangle3> >(std::vector<Triangle3, std::allocator<Triangle3> >&, std::vector<Triangle3, std::allocator<Triangle3> >&) [310]
                0.00    0.00    1800/1800        std::vector<Triangle3, std::allocator<Triangle3> >::clear() [308]
                0.00    0.00    1080/558280      Vector3::Vector3() [38]
                0.00    0.00    1080/121253      Vector2::Vector2() [43]
                0.00    0.00     536/2226        std::optional<FragShader>::optional(std::optional<FragShader> const&) [278]
                0.00    0.00     528/1899        Scene::illuminate(Vector3, Vector3, Vector3, Vector2, BaseMaterial*, bool) [301]
                0.00    0.00     528/5097        rgb(Vector3) [188]
                0.00    0.00     360/360         Scene::BackFaceCull(Triangle3) [432]
                0.00    0.00     352/6354        TriangleF::TriangleF(TriangleF const&) [164]
                0.00    0.00     176/212         Triangle3::centroid() [502]
                0.00    0.00     176/212         Scene::project(Triangle3, unsigned int) [501]
                0.00    0.00     176/212         Scene::clip(TriangleF) [500]
                0.00    0.00     176/176         Scene::fillTriangle(TriangleF, Triangle3, bool, std::optional<FragShader>, bool) [529]
                                 360             Scene::fillTriangle(Triangle3, BaseMaterial*, Vector3*, Vector2*, std::optional<FragShader>, bool, bool, bool, bool) [7]
-----------------------------------------------
                0.00    0.00    1080/1080        Scene::fillTriangle(Triangle3, BaseMaterial*, Vector3*, Vector2*, std::optional<FragShader>, bool, bool, bool, bool) [7]
[8]     33.4    0.00    0.00    1080         Vector2 Triangle3::interp<Vector2>(Vector3, Vector2, Vector2, Vector2) [8]
                0.00    0.00    1080/2160        Triangle3::bary(Vector3) [6]
                0.00    0.00    3240/8292        Vector2::operator*(float) [140]
                0.00    0.00    2160/5949        Vector2::operator+(Vector2 const&) [176]
                0.00    0.00    1080/81508       Vector3::Vector3(Vector3 const&) [44]
                0.00    0.00    1080/5949        NormSum(Vector3) [174]
-----------------------------------------------
                0.00    0.00    1080/1080        Scene::fillTriangle(Triangle3, BaseMaterial*, Vector3*, Vector2*, std::optional<FragShader>, bool, bool, bool, bool) [7]
[9]     33.4    0.00    0.00    1080         Vector3 Triangle3::interp<Vector3>(Vector3, Vector3, Vector3, Vector3) [9]
                0.00    0.00    1080/2160        Triangle3::bary(Vector3) [6]
                0.00    0.00    3240/19230       Vector3::operator*(float) [91]
                0.00    0.00    2160/28048       Vector3::operator+(Vector3 const&) [72]
                0.00    0.00    1080/81508       Vector3::Vector3(Vector3 const&) [44]
                0.00    0.00    1080/5949        NormSum(Vector3) [174]
-----------------------------------------------
                0.00    0.00      36/3212        Scene::drawMesh(Mesh&, BaseMaterial*, bool, bool, bool, bool) [27]
                0.00    0.00     360/3212        Scene::fillMesh(Mesh&, BaseMaterial*, std::optional<FragShader>, bool, bool, bool, bool) [4]
                0.00    0.00    2816/3212        Mesh::setupvns() [11]
[10]    33.1    0.00    0.00    3212         Mesh::makeTriangle(int) [10]
                0.00    0.00    3212/9693        Triangle3::Triangle3(Vector3, Vector3, Vector3) [1]
                0.00    0.00    9636/34829       std::vector<int, std::allocator<int> >::operator[](unsigned long) [67]
                0.00    0.00    9636/40719       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [57]
                0.00    0.00    9636/35372       std::vector<Vector3, std::allocator<Vector3> >::operator[](unsigned long) [66]
                0.00    0.00    9636/81508       Vector3::Vector3(Vector3 const&) [44]
-----------------------------------------------
                0.00    0.00       1/140         Mesh::Mesh(std::vector<Vector3, std::allocator<Vector3> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<Vector2, std::allocator<Vector2> >, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [29]
                0.00    0.00      18/140         Mesh::Mesh(std::vector<Vector3, std::allocator<Vector3> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [25]
                0.00    0.00      18/140         Mesh::Trans(Transform) [24]
                0.00    0.00      18/140         Mesh::flipNormals() [23]
                0.00    0.00      85/140         Mesh::Mesh(Mesh const&) [13]
[11]    29.1    0.00    0.00     140         Mesh::setupvns() [11]
                0.00    0.00    2816/3212        Mesh::makeTriangle(int) [10]
                0.00    0.00   21960/35372       std::vector<Vector3, std::allocator<Vector3> >::operator[](unsigned long) [66]
                0.00    0.00   16896/40719       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [57]
                0.00    0.00   16896/34829       std::vector<int, std::allocator<int> >::operator[](unsigned long) [67]
                0.00    0.00    8448/28048       Vector3::operator+(Vector3 const&) [72]
                0.00    0.00    1688/558280      Vector3::Vector3() [38]
                0.00    0.00    1688/27380       Vector3::normalized() [73]
                0.00    0.00     140/246         std::vector<Vector3, std::allocator<Vector3> >::vector(unsigned long, std::allocator<Vector3> const&) [482]
                0.00    0.00     140/249         std::vector<Vector3, std::allocator<Vector3> >::operator=(std::vector<Vector3, std::allocator<Vector3> >&&) [476]
                0.00    0.00     140/730         std::vector<Vector3, std::allocator<Vector3> >::~vector() [388]
                0.00    0.00     140/1514        std::__new_allocator<Vector3>::~__new_allocator() [341]
-----------------------------------------------
                0.00    0.00       1/1           SkinTest() [3]
[12]    21.4    0.00    0.00       1         RiggedMesh::visBones(float) [12]
                0.00    0.00      18/18          std::vector<Mesh, std::allocator<Mesh> >::push_back(Mesh const&) [14]
                0.00    0.00      18/18          icosphere(float, int) [16]
                0.00    0.00      18/18          Mesh::Trans(Transform) [24]
                0.00    0.00      30/35372       std::vector<Vector3, std::allocator<Vector3> >::operator[](unsigned long) [66]
                0.00    0.00      24/19230       Vector3::operator*(float) [91]
                0.00    0.00      18/21          Transform::Transform(Vector3) [805]
                0.00    0.00      18/104         Mesh::~Mesh() [584]
                0.00    0.00      12/28048       Vector3::operator+(Vector3 const&) [72]
                0.00    0.00       6/81508       Vector3::Vector3(Vector3 const&) [44]
                0.00    0.00       1/1           std::vector<Mesh, std::allocator<Mesh> >::vector() [1601]
-----------------------------------------------
